,web site,title,handle,body_html,published_at,updated_at,created_at,product_type,price,sku,available,image
10,https://completedworks.com/,Flux - Platinum Plated Sterling Silver Necklace,flux-platinum-plated-sterling-silver-necklace,"

Description.  

**In stock: order before 12pm GMT for same week-day despatch**

Details

The piece is thoughtfully handcrafted in sterling silver.

Good to know

* Made in solid sterling silver

* Ethically sourced materials

* One year guarantee

* It is certified in accordance with the Hallmarking Act 1973

Shipping

Delivery is free within UK, EU and USA. Delivery to all other destinations is
subject to a single fee of £20 per order.

For more information on shipping click here

",2021-07-12T10:43:58+01:00,2021-07-12T11:07:57+01:00,2021-07-12T09:26:06+01:00,Necklace,155.00,C25-P,True,https://cdn.shopify.com/s/files/1/0287/2180/7465/products/C25-P_pendant_01.jpg?v=1626083023
11,https://completedworks.com/,Virgo Zodiac Balloon Gold Vermeil Pendant,virgo-gold-vermeil-zodiac-balloon-pendant,"A collection of zodiac gold plated brass pendants in helium balloon shapes
presented on a 14ct yellow gold vermeil chain.

",2021-07-07T16:54:06+01:00,2021-07-09T17:54:55+01:00,2021-07-07T14:56:41+01:00,Necklace,135.00,R2098-V,True,https://cdn.shopify.com/s/files/1/0287/2180/7465/products/R2098-V_pendant_ZodiacBalloon_Virgo01-3.jpg?v=1625666225
12,https://completedworks.com/,Scorpio Zodiac Balloon Gold Vermeil Pendant,scorpio-gold-vermeil-zodiac-balloon-pendant,"A collection of zodiac gold plated brass pendants in helium balloon shapes
presented on a 14ct yellow gold vermeil chain.

",2021-07-07T16:53:26+01:00,2021-07-09T17:48:12+01:00,2021-07-07T14:54:49+01:00,Necklace,135.00,R2098-SC,True,https://cdn.shopify.com/s/files/1/0287/2180/7465/products/R2098-SC_pendant_ZodiacBalloon_Scorpio01-3.jpg?v=1625666120
13,https://completedworks.com/,Taurus Zodiac Balloon Gold Vermeil Pendant,taurus-gold-vermeil-zodiac-balloon-pendant,"A collection of zodiac gold plated brass pendants in helium balloon shapes
presented on a 14ct yellow gold vermeil chain.

",2021-07-07T16:52:48+01:00,2021-07-09T17:54:55+01:00,2021-07-07T14:55:50+01:00,Necklace,135.00,R2098-T,True,https://cdn.shopify.com/s/files/1/0287/2180/7465/products/R2098-T_pendant_ZodiacBalloon_Taurus01-3.jpg?v=1625674880
14,https://completedworks.com/,Sagittarius Zodiac Balloon Gold Vermeil Pendant,sagittarius-gold-vermeil-zodiac-balloon-pendant,"A collection of zodiac gold plated brass pendants in helium balloon shapes
presented on a 14ct yellow gold vermeil chain.

",2021-07-07T16:52:01+01:00,2021-07-09T17:48:12+01:00,2021-07-07T14:53:28+01:00,Necklace,135.00,R2098-SA,True,https://cdn.shopify.com/s/files/1/0287/2180/7465/products/R2098-SA_pendant_ZodiacBalloon_Sagittarius01-3.jpg?v=1625666045
15,https://completedworks.com/,Pisces Zodiac Balloon Gold Vermeil Pendant,pisces-gold-vermeil-zodiac-balloon-pendant,"A collection of zodiac gold plated brass pendants in helium balloon shapes
presented on a 14ct yellow gold vermeil chain.

",2021-07-07T16:51:19+01:00,2021-07-09T17:48:11+01:00,2021-07-07T14:52:31+01:00,Necklace,135.00,R2098-P,True,https://cdn.shopify.com/s/files/1/0287/2180/7465/products/R2098-P_pendant_ZodiacBalloon_Pisces01-3.jpg?v=1625665977
16,https://completedworks.com/,Libra Zodiac Balloon Gold Vermeil Pendant,libra-gold-vermeil-zodiac-balloon-pendant,"A collection of zodiac gold plated brass pendants in helium balloon shapes
presented on a 14ct yellow gold vermeil chain.

",2021-07-07T16:49:55+01:00,2021-07-09T17:48:11+01:00,2021-07-07T14:51:36+01:00,Necklace,135.00,R2098-LI,True,https://cdn.shopify.com/s/files/1/0287/2180/7465/products/R2098-LI_pendant_ZodiacBalloon_Libra01-3.jpg?v=1625665923
17,https://completedworks.com/,Leo Zodiac Balloon Gold Vermeil Pendant,leo-gold-vermeil-zodiac-balloon-pendant,"A collection of zodiac gold plated brass pendants in helium balloon shapes
presented on a 14ct yellow gold vermeil chain.

",2021-07-07T16:49:08+01:00,2021-07-09T17:48:11+01:00,2021-07-07T14:50:37+01:00,Necklace,135.00,R2098-LE,True,https://cdn.shopify.com/s/files/1/0287/2180/7465/products/R2098-LE_pendant_ZodiacBalloon_Leo01-3.jpg?v=1625675533
18,https://completedworks.com/,Gemini Zodiac Balloon Gold Vermeil Pendant,gemini-gold-vermeil-zodiac-balloon-pendant,"A collection of zodiac gold plated brass pendants in helium balloon shapes
presented on a 14ct yellow gold vermeil chain.

",2021-07-07T16:48:23+01:00,2021-07-09T17:48:11+01:00,2021-07-07T14:49:39+01:00,Necklace,135.00,R2098-G,True,https://cdn.shopify.com/s/files/1/0287/2180/7465/products/R2098-G_pendant_ZodiacBalloon_Gemini01-3.jpg?v=1625665809
19,https://completedworks.com/,Capricorn Zodiac Balloon Gold Vermeil Pendant,capricorn-gold-vermeil-zodiac-balloon-pendant,"A collection of zodiac gold plated brass pendants in helium balloon shapes
presented on a 14ct yellow gold vermeil chain.

",2021-07-07T16:47:39+01:00,2021-07-09T17:48:09+01:00,2021-06-30T17:36:54+01:00,Necklace,135.00,R2098-CP,True,https://cdn.shopify.com/s/files/1/0287/2180/7465/products/R2098-CP_pendant_ZodiacBalloon_Capricorn01-3.jpg?v=1625674895
20,https://completedworks.com/,Cancer Zodiac Balloon Gold Vermeil Pendant,cancer-gold-vermeil-zodiac-balloon-pendant,"A collection of zodiac gold plated brass pendants in helium balloon shapes
presented on a 14ct yellow gold vermeil chain.

",2021-07-07T16:46:54+01:00,2021-07-12T21:51:37+01:00,2021-07-07T14:48:34+01:00,Necklace,135.00,R2098-CN,True,https://cdn.shopify.com/s/files/1/0287/2180/7465/products/R2098-CN_pendant_ZodiacBalloon_Cancer01-3.jpg?v=1625665739
21,https://completedworks.com/,Aries Zodiac Balloon Gold Vermeil Pendant,aries-gold-vermeil-zodiac-balloon-pendant,"A collection of zodiac gold plated brass pendants in helium balloon shapes
presented on a 14ct yellow gold vermeil chain.

",2021-07-07T16:45:02+01:00,2021-07-09T17:48:10+01:00,2021-07-07T14:47:48+01:00,Necklace,135.00,R2098-AR,True,https://cdn.shopify.com/s/files/1/0287/2180/7465/products/R2098-AR_pendant_ZodiacBalloon_Aries01-3.jpg?v=1625665694
22,https://completedworks.com/,Aquarius Zodiac Balloon Gold Vermeil Pendant,aquarius-gold-vermeil-zodiac-balloon-pendant,"A collection of zodiac gold plated brass pendants in helium balloon shapes
presented on a 14ct yellow gold vermeil chain.

",2021-07-07T16:43:59+01:00,2021-07-09T17:48:09+01:00,2021-07-07T14:45:53+01:00,Necklace,135.00,R2098-AQ,True,https://cdn.shopify.com/s/files/1/0287/2180/7465/products/R2098-AQ_pendant_ZodiacBalloon_Aquarius01-2.jpg?v=1625665600
23,https://completedworks.com/,H11 - Platinum Plated Sterling Silver And Pearls Pendant,h11-platinum-plated-sterling-silver-and-pearls-pendant,"

Strands of metal energetically knot around each other to form a spherical
pendant necklace. Secured with a clip fastening.

**In Stock: Order before 12pm GMT for same weekday despatch**

Details

The piece is thoughtfully handcrafted in recycled sterling silver and plated
in platinum. The height of the piece is 9mm and its width is 10mm. The length
of the chain is 20 inches.

Good to know

* Made in recycled sterling silver

* Ethically sourced materials

* One year guarantee

Shipping

Delivery is free within UK, EU and USA. Delivery to all other destinations is
subject to a single fee of £20 per order.

For more information on shipping click here

",2021-07-07T10:31:36+01:00,2021-07-13T20:00:47+01:00,2021-05-18T12:29:45+01:00,Necklace,195.00,H11-M-P,True,https://cdn.shopify.com/s/files/1/0287/2180/7465/products/H11_necklace01-3.jpg?v=1626202847
24,https://completedworks.com/,B43 - Cushion - Matte Pink,b43-cushion-matte-pink,"

",2021-06-10T15:53:52+01:00,2021-07-11T23:51:19+01:00,2021-04-22T15:26:07+01:00,,70.00,B43,True,https://cdn.shopify.com/s/files/1/0287/2180/7465/products/Completedworks-B43-Matte-Pink-Cushion-2.jpg?v=1620313198
25,https://completedworks.com/,L04 - Candlestick Holder - Brushed Brass,l04-candlestick-holder-brushed-brass,"

",2021-06-10T14:24:30+01:00,2021-07-13T14:10:07+01:00,2021-04-22T15:38:00+01:00,,210.00,L04,True,https://cdn.shopify.com/s/files/1/0287/2180/7465/products/L04_candlesticks01-5.jpg?v=1626181807
26,https://completedworks.com/,B34 - Set of 2 Candlesticks - Matte White,b34-set-of-2-candlesticks-matte-white,"

",2021-06-10T14:20:00+01:00,2021-06-10T15:52:15+01:00,2021-04-22T15:20:31+01:00,,175.00,B34,True,https://cdn.shopify.com/s/files/1/0287/2180/7465/products/Completedworks-B34-Candlesticks-5.jpg?v=1620314421
27,https://completedworks.com/,B26 - Large Vase,b26-large-vase-matte-white,"

Completedworks x Ekaterina Bazhenova Yamasaki

Goliath's sculptural form reflects a conceptual, theme-based approach, which
stands in stark contrast to the classical rules of decoration that pervade
traditional ceramics. The flowing contours of the piece reference the way
drapery has been used by painters to convey movement since the Renaissance.

**In stock: Order before 12pm GMT for same weekday despatch**

  

Details

The piece is thoughtfully handcrafted. It has a height of 18.5cm, a width of
18cm and a depth of 17cm at it's highest, widest and deepest points. Goliath
has a matte surface that is rough to touch and that lends it an imposing
quality. It can stand on its own as a sculptural object without any floral
arrangement.  

Shipping

Delivery is free within UK, EU and USA. Delivery to all other destinations is
subject to a single fee of £20 per order.

For more information on shipping click here

",2021-06-10T14:19:32+01:00,2021-07-07T14:37:59+01:00,2021-04-22T15:24:26+01:00,,345.00,B26,True,https://cdn.shopify.com/s/files/1/0287/2180/7465/products/B26_vase1.jpg?v=1620653457
28,https://completedworks.com/,L09 - Small Vessel - Brushed Brass,l09-small-vessel-brushed-brass,"

",2021-06-10T14:14:53+01:00,2021-06-10T15:50:15+01:00,2021-04-22T15:34:46+01:00,,455.00,L09,True,https://cdn.shopify.com/s/files/1/0287/2180/7465/products/Completedworks-L09-6.jpg?v=1619106883
29,https://completedworks.com/,B42 - Cushion - Matte White,b42-cushion-matte-white,"

",2021-06-10T14:14:07+01:00,2021-06-10T15:48:51+01:00,2021-04-22T15:25:26+01:00,,125.00,B42,True,https://cdn.shopify.com/s/files/1/0287/2180/7465/products/Completedworks-B42-Matte-White-Cushion-2.jpg?v=1620312911
30,https://completedworks.com/,B33 - Tall Vase - Matte White,b33-tall-vase-matte-white,"

",2021-06-10T14:13:35+01:00,2021-07-07T15:46:17+01:00,2021-04-22T15:22:40+01:00,,225.00,B33,True,https://cdn.shopify.com/s/files/1/0287/2180/7465/products/Completedworks-B33-Tall-White-Vase-3.jpg?v=1620312163
31,https://completedworks.com/,B31 - Small Vase - Matte White w/ Faux Pearls,b31-small-vase-matte-white-w-faux-pearls,"

",2021-06-10T14:12:49+01:00,2021-07-07T15:27:45+01:00,2021-04-22T15:21:40+01:00,,125.00,B31,True,https://cdn.shopify.com/s/files/1/0287/2180/7465/products/Completedworks-B31-Matte-Pearl-Vase-5.jpg?v=1625055963
32,https://completedworks.com/,B27 - Giant Wake - Grogged,b27-giant-wake-grogged,"

Completedworks x Ekaterina Bazhenova Yamasaki

Goliath's sculptural form reflects a conceptual, theme-based approach, which
stands in stark contrast to the classical rules of decoration that pervade
traditional ceramics. The flowing contours of the piece reference the way
drapery has been used by painters to convey movement since the Renaissance.

**In stock: Order before 12pm GMT for same weekday despatch**

",2021-06-10T14:12:24+01:00,2021-07-07T14:51:05+01:00,2021-04-22T15:27:07+01:00,,420.00,B27,True,https://cdn.shopify.com/s/files/1/0287/2180/7465/products/Completedworks-Vessels-GIant-Wake-1-4.jpg?v=1623754595
33,https://completedworks.com/,Goliath / Textured Vessel In Beige,goliath,"

",2021-06-01T12:10:53+01:00,2021-07-07T14:48:25+01:00,2021-06-01T10:49:51+01:00,,95.00,Object 8,True,https://cdn.shopify.com/s/files/1/0287/2180/7465/products/Completedworks-Vessels-Goliath-II-1-4.jpg?v=1623676146
34,https://completedworks.com/,Yesterday is History & Solitude - Vessels In White,yesterday-is-history-solitude,"

",2021-06-01T10:16:47+01:00,2021-07-07T14:51:08+01:00,2021-05-20T15:33:39+01:00,,175.00,Set of 2 small: Objects 22 & 7,True,https://cdn.shopify.com/s/files/1/0287/2180/7465/products/Object22_7_YesterdayIsHistory_Solitude05.jpg?v=1622557424
35,https://completedworks.com/,Wake & Goliath - Textured Vessels In Beige,wake-goliath,"

",2021-06-01T10:16:32+01:00,2021-07-07T14:49:46+01:00,2021-05-20T15:37:58+01:00,,395.00,Objects 6 & 10,True,https://cdn.shopify.com/s/files/1/0287/2180/7465/products/Completedworks-Vessels-Wake-Goliath-Set-Cream-1-5.jpg?v=1623325138
36,https://completedworks.com/,"Seam, Solitude & Wake - Vessels In White and Beige",seam-solitude-wake,"

",2021-06-01T10:16:17+01:00,2021-07-07T14:52:05+01:00,2021-05-20T15:34:18+01:00,,255.00,"Set of 3 small: Objects 22, 7 & 6",True,https://cdn.shopify.com/s/files/1/0287/2180/7465/products/Completedworks-Vessels-Wake-Yesterday-is-History-Seam-White-1-3.jpg?v=1623327118
37,https://completedworks.com/,Goliath & Wake - Textured Vessel In Beige,goliath-wake,"

",2021-06-01T10:15:58+01:00,2021-07-13T21:22:10+01:00,2021-05-20T15:33:07+01:00,,175.00,Set of 2 small: Objects 8 & 6,True,https://cdn.shopify.com/s/files/1/0287/2180/7465/products/Completedworks-Vessels-Wake-and-Goliath-II-1-3.jpg?v=1623676197
38,https://completedworks.com/,Compound & Seam - Vessels in White and Peach Colour,compound-seam,"

",2021-06-01T10:15:44+01:00,2021-07-07T14:50:51+01:00,2021-05-20T15:36:22+01:00,,425.00,Objects 3 & 18,True,https://cdn.shopify.com/s/files/1/0287/2180/7465/products/Completedworks-Vessels-Compound-Solitude-Set-1-33.jpg?v=1623271057
39,https://completedworks.com/,Banned Book No. 2 & Solitude - Vessels In Black,banned-book-no-2-solitude,"

",2021-06-01T10:15:05+01:00,2021-07-07T14:51:05+01:00,2021-05-20T15:05:43+01:00,,315.00,Objects 12 & 7,True,https://cdn.shopify.com/s/files/1/0287/2180/7465/products/Completedworks-Vessels-Banned-Boook-Solitude-Set-Black-1-4.jpg?v=1623325273
40,https://completedworks.com/,Classicworks™ Heart - Platinum Plated Sterling Silver Necklace,classicworks-heart-platinum-plated-sterling-silver-necklace,"

At Completedworks we believe in the beauty and complexity of the everyday.
Inspired by evocative memories of childhood birthday parties, this gold
vermeil heart pendant mimics the contours and folds of a helium balloon.
Secured by a gold vermeil chain with a clip fastening.

**Custom-made: despatched in two-three weeks**

Details

The piece is thoughtfully handcrafted in sterling silver and plated in 14ct
yellow gold vermeil. The height of the piece is 18mm, its width is 19mm and
its depth is 3mm.

Good to know

* Made in solid sterling silver

* Ethically sourced materials

* One year guarantee

Shipping

Delivery is free within UK, EU and USA. Delivery to all other destinations is
subject to a single fee of £20 per order.

For more information on shipping click here

",2021-05-18T17:24:09+01:00,2021-06-25T15:11:18+01:00,2021-05-18T10:05:13+01:00,Necklace,195.00,R2091-P,True,https://cdn.shopify.com/s/files/1/0287/2180/7465/products/AAA0711-silver.jpg?v=1621354706
41,https://completedworks.com/,Flow - Platinum Plated Sterling Silver Pendant,flow-platinum-plated-sterling-silver-pendant,"

A signature piece of the Tied Collection, Flow was inspired by the concentric
circles of Amsterdam’s canals, as referenced in Albert Camus “The Fall”.
Secured with a clip fastening.  

  

****

**In Stock: Order before 12pm GMT for same weekday despatchc**

Details

The piece is thoughtfully handcrafted in sterling silver and plated in 14ct
yellow gold vermeil.  The length of the chain is 18"".

Good to know

* Made in solid sterling silver

* Ethically sourced materials

* One year guarantee

Shipping

Delivery is free within UK, EU and USA. Delivery to all other destinations is
subject to a single fee of £20 per order.

For more information on shipping click here

",2021-05-18T12:24:52+01:00,2021-06-25T15:26:44+01:00,2021-05-18T10:46:45+01:00,Necklace,155.00,V021-M-P,True,https://cdn.shopify.com/s/files/1/0287/2180/7465/products/Completedworks-Jewellery-Gold-Vermeil-Pendant-Flow-White-Topaz-1-51_b90013cc-215f-4780-84e0-fd7ba867cd48.jpg?v=1621337079
42,https://completedworks.com/,L06 - Dish - Brushed Brass,l06-dish-brushed-brass,"

",2021-05-15T11:07:43+01:00,2021-07-13T14:06:18+01:00,2021-04-22T15:39:31+01:00,,295.00,L06,True,https://cdn.shopify.com/s/files/1/0287/2180/7465/products/L06_dish.jpg?v=1621073579
43,https://completedworks.com/,L01 - Set of 2 Napkin Rings - Brass w/ Faux Pearls,l01-set-of-2-napkin-rings,"

",2021-05-15T10:59:45+01:00,2021-06-14T14:32:35+01:00,2021-04-22T15:31:07+01:00,,255.00,L01,True,https://cdn.shopify.com/s/files/1/0287/2180/7465/products/Completedworks-L01-6.jpg?v=1619797578
44,https://completedworks.com/,Bend in the River - Platinum Plated Sterling Silver Ring,bend-in-the-river-platinum-plated-sterling-silver-ring,"

Made of two parts, the Bend in the River ring moves along the finger from the
base to near the fingertip in fluctuating loops, giving the effect of
continuous motion.

**In stock: Order before 12pm GMT for same weekday despatch**

Details

The piece is thoughtfully handcrafted in recycled sterling silver and plated
in platinum. Available in sizes small (US 8.5), medium (US 9.5) and large (US
10.5).

Good to know

* Made in recycled sterling silver

* Ethically sourced materials

* One year guarantee

Shipping

Delivery is free within UK, EU and USA. Delivery to all other destinations is
subject to a single fee of £20 per order.

For more information on shipping click here

",2021-05-05T11:38:02+01:00,2021-06-25T16:38:46+01:00,2021-05-04T15:25:29+01:00,Rings,250.00,V027-M-8.5-P,True,https://cdn.shopify.com/s/files/1/0287/2180/7465/products/Completedworks_V027_ring_silver.jpg?v=1620640086
45,https://completedworks.com/,Bend in the River - Platinum Plated Sterling Silver Ring,bend-in-the-river-platinum-plated-sterling-silver-ring,"

Made of two parts, the Bend in the River ring moves along the finger from the
base to near the fingertip in fluctuating loops, giving the effect of
continuous motion.

**In stock: Order before 12pm GMT for same weekday despatch**

Details

The piece is thoughtfully handcrafted in recycled sterling silver and plated
in platinum. Available in sizes small (US 8.5), medium (US 9.5) and large (US
10.5).

Good to know

* Made in recycled sterling silver

* Ethically sourced materials

* One year guarantee

Shipping

Delivery is free within UK, EU and USA. Delivery to all other destinations is
subject to a single fee of £20 per order.

For more information on shipping click here

",2021-05-05T11:38:02+01:00,2021-06-25T16:38:46+01:00,2021-05-04T15:25:29+01:00,Rings,250.00,V027-M-9.5-P,True,https://cdn.shopify.com/s/files/1/0287/2180/7465/products/Completedworks_V027_ring_silver.jpg?v=1620640086
46,https://completedworks.com/,Bend in the River - Platinum Plated Sterling Silver Ring,bend-in-the-river-platinum-plated-sterling-silver-ring,"

Made of two parts, the Bend in the River ring moves along the finger from the
base to near the fingertip in fluctuating loops, giving the effect of
continuous motion.

**In stock: Order before 12pm GMT for same weekday despatch**

Details

The piece is thoughtfully handcrafted in recycled sterling silver and plated
in platinum. Available in sizes small (US 8.5), medium (US 9.5) and large (US
10.5).

Good to know

* Made in recycled sterling silver

* Ethically sourced materials

* One year guarantee

Shipping

Delivery is free within UK, EU and USA. Delivery to all other destinations is
subject to a single fee of £20 per order.

For more information on shipping click here

",2021-05-05T11:38:02+01:00,2021-06-25T16:38:46+01:00,2021-05-04T15:25:29+01:00,Rings,250.00,V027-M-10.5-P,True,https://cdn.shopify.com/s/files/1/0287/2180/7465/products/Completedworks_V027_ring_silver.jpg?v=1620640086
47,https://completedworks.com/,F33 - Gold Vermeil Earrings,f33-earrings,"

Description.  

**In stock: order before 12pm GMT for same week-day despatch**

Details

The piece is thoughtfully handcrafted in sterling silver.

Good to know

* Made in solid sterling silver

* Ethically sourced materials

* One year guarantee

* It is certified in accordance with the Hallmarking Act 1973

Shipping

Delivery is free within UK, EU and USA. Delivery to all other destinations is
subject to a single fee of £20 per order.

For more information on shipping click here

",2021-04-16T16:45:20+01:00,2021-07-05T14:01:46+01:00,2021-03-17T16:49:19+00:00,Earrings,355.00,F33,True,https://cdn.shopify.com/s/files/1/0287/2180/7465/products/Completedworks-Gold-Vermeil-Earrings-F33-1-2.jpg?v=1620840366
48,https://completedworks.com/,C24 - Gold Vermeil and Freshwater Pearl Ear Cuff,c24-gold-vermeil-freshwater-pearl-ear-cuff,"

Description.

**Custom made - Despatch in 3-4 weeks**

Details

The piece is thoughtfully handcrafted in sterling silver.

Good to know

* Made in solid sterling silver

* Ethically sourced materials

* One year guarantee

* It is certified in accordance with the Hallmarking Act 1973

Shipping

Delivery is free within UK, EU and USA. Delivery to all other destinations is
subject to a single fee of £20 per order.

For more information on shipping click here

",2021-04-16T16:44:03+01:00,2021-06-15T14:01:06+01:00,2021-03-25T12:05:57+00:00,Earrings,325.00,C24,True,https://cdn.shopify.com/s/files/1/0287/2180/7465/products/F42-C24-style-image.jpg?v=1622576051
49,https://completedworks.com/,C16 - Gold Vermeil Earrings,c16,"An asymmetric pair of modern earrings formed from tightly bound rotations of
satin gold vermeil.

",2021-04-16T16:38:00+01:00,2021-07-09T07:05:41+01:00,2021-04-01T15:11:01+01:00,Earrings,225.00,C16,True,https://cdn.shopify.com/s/files/1/0287/2180/7465/products/Completedworks-Gold-Vermeil-Ear-Cuff-C16-1-10.jpg?v=1622560798
50,https://completedworks.com/,Flux - Gold Vermeil and White Topaz Earrings,flux,"Ribbons of satin gold vermeil are twisted into hoops and pave set with white
topaz in this pair of elegant earrings.

",2021-04-16T16:37:38+01:00,2021-06-24T17:33:59+01:00,2021-04-08T15:52:27+01:00,Earrings,625.00,C23,True,https://cdn.shopify.com/s/files/1/0287/2180/7465/products/Completedworks-Gold-Vermeil-and-White-Topaz-Earrings-Flux-1-4.jpg?v=1622985348
